asset_id,source_path,normalized_path,sha256,duplicate_of,file_name,extension,file_size_bytes,width,height,part_number,part_number_source,recognition_confidence,product_description,category,image_quality,visible_flaws,suggested_edit_prompt,cat_fitment_status,cat_fitment_summary,cat_fitment_sources,selected_for_site,web_asset_path
af0b0b838d2b,.asset-staging/extracted/UNIDENTIFIED/网站主图/C32B.jpg,.asset-staging/extracted/UNIDENTIFIED/网站主图/C32B.jpg,a88d1d20627a58bf0d07314ed69f99287cca2064c7fbd1a1105900c3f02c0950,,C32B.jpg,.jpg,8707739,4096,3072,C32B,filename,medium,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/C32B/C32B.jpg
2bf68a89d091,.asset-staging/extracted/UNIDENTIFIED/网站主图/Necp23jEWc.jpg.jpg,.asset-staging/extracted/UNIDENTIFIED/网站主图/Necp23jEWc.jpg.jpg,63d0de5e678fb23f2f647f10f00ae59fc9425486086c9893bed4761ad1cfecd3,,Necp23jEWc.jpg.jpg,.jpg,5272261,4160,4160,,none,unreadable,Product type requires visual review.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
0c7cf15c8144,.asset-staging/extracted/UNIDENTIFIED/网站主图/去掉产品右上角绿色牌子.jpg,.asset-staging/extracted/UNIDENTIFIED/网站主图/去掉产品右上角绿色牌子.jpg,65207e9b71c75e5ac0bdd3d36cedea90a687494d77b00385f901e4f07c10c889,,去掉产品右上角绿色牌子.jpg,.jpg,282904,1706,1279,,none,unreadable,Product type requires visual review.,Needs Review,medium,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
d9c583a1cbcb,original assets/网站产品照片/0da6223970f9f2d8711f58cbbce0ec1.jpg,original assets/网站产品照片/0da6223970f9f2d8711f58cbbce0ec1.jpg,b601feb7e8857870ea84f4797601ebe5f8aafbdbadd059c3039ed1183e663797,,0da6223970f9f2d8711f58cbbce0ec1.jpg,.jpg,5724885,3024,4032,,none,unreadable,Product type requires visual review.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
bae17e968d72,original assets/网站产品照片/1.jpg,original assets/网站产品照片/1.jpg,6bd07c631633b4cf68c3a7f6ff3cfb1c453b57889702fec88ddc24aaf3e8b584,,1.jpg,.jpg,6225775,4032,3024,,none,unreadable,Product type requires visual review.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
81b7a2c0cc18,original assets/网站产品照片/11/Videoshot_20260211_171722.jpg,original assets/网站产品照片/11/Videoshot_20260211_171722.jpg,ee143851e9c24d792fc5aa7c5fe81b608969a4031d0a289fc8fae55ff1b8648e,,Videoshot_20260211_171722.jpg,.jpg,3737818,2160,3840,,none,unreadable,Product type requires visual review.,Needs Review,high,video frame capture,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
11ceec017ff7,original assets/网站产品照片/11/Videoshot_20260211_171813.jpg,original assets/网站产品照片/11/Videoshot_20260211_171813.jpg,61ed8f8d1436d4958fe10431b63a9ffac89d353e5b3977f5b1ad56e891e0ab10,,Videoshot_20260211_171813.jpg,.jpg,3398429,2160,3840,,none,unreadable,Product type requires visual review.,Needs Review,high,video frame capture,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
a129f220f31e,original assets/网站产品照片/11/Videoshot_20260211_172402.jpg,original assets/网站产品照片/11/Videoshot_20260211_172402.jpg,d7810d6b85577aa4971b96d9fbc761c2827cb0c0df601da0b826bd6670d3b959,,Videoshot_20260211_172402.jpg,.jpg,3969423,2160,3840,,none,unreadable,Product type requires visual review.,Needs Review,high,video frame capture,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
209c92a0149c,original assets/网站产品照片/11/Videoshot_20260211_172727.jpg,original assets/网站产品照片/11/Videoshot_20260211_172727.jpg,10b484939c5784cf3505689a33d16783fb158a78033563855a1e46795e0cd2f5,,Videoshot_20260211_172727.jpg,.jpg,2758881,2160,3840,,none,unreadable,Product type requires visual review.,Needs Review,high,video frame capture,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
06a642c70c81,original assets/网站产品照片/11/Videoshot_20260211_173320.jpg,original assets/网站产品照片/11/Videoshot_20260211_173320.jpg,e68722b324bd7caedf64b9a59c8039dbace4d33384c9da6d7d0a1d674dc660a5,,Videoshot_20260211_173320.jpg,.jpg,3073237,2160,3840,,none,unreadable,Product type requires visual review.,Needs Review,high,video frame capture,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
ce6980e5e969,original assets/网站产品照片/11/Videoshot_20260211_173337.jpg,original assets/网站产品照片/11/Videoshot_20260211_173337.jpg,4dac2d32b190761313554568fddea582146b6387771d2c2898652395426980eb,,Videoshot_20260211_173337.jpg,.jpg,3172621,2160,3840,,none,unreadable,Product type requires visual review.,Needs Review,high,video frame capture,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
8260e3f8cbef,original assets/网站产品照片/11/Videoshot_20260211_173412.jpg,original assets/网站产品照片/11/Videoshot_20260211_173412.jpg,175e106e00ade34e47fa8fc37cfb3ec335d17be713da6cf0b1fee4871dbb5794,,Videoshot_20260211_173412.jpg,.jpg,2701090,2160,3840,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,video frame capture,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
45b2c894ea58,original assets/网站产品照片/11/Videoshot_20260211_173715.jpg,original assets/网站产品照片/11/Videoshot_20260211_173715.jpg,d2b3b622a149bc8ec31334c189419e63efca55fd6affccfbabe3752e5dfc47ed,,Videoshot_20260211_173715.jpg,.jpg,2849589,2160,3840,,none,unreadable,Product type requires visual review.,Needs Review,high,video frame capture,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
64bf9372c32b,original assets/网站产品照片/11/微信图片_20260213165858_14_36.jpg,original assets/网站产品照片/11/微信图片_20260213165858_14_36.jpg,971d916f8871e9b21382da6d6962b64cba0da621131afab536a8bc48f062f8b3,,微信图片_20260213165858_14_36.jpg,.jpg,8550737,3072,4096,,none,unreadable,Product type requires visual review.,Needs Review,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
c5ea88e24a86,original assets/网站产品照片/11/微信图片_20260213165859_15_36.jpg,original assets/网站产品照片/11/微信图片_20260213165859_15_36.jpg,1f4510fbc500e1c52c7c2ea6556c18adbc04c26e8296985d9adc6a1cb34239c5,,微信图片_20260213165859_15_36.jpg,.jpg,3376025,4096,3072,,none,unreadable,Product type requires visual review.,Needs Review,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
8e251cdb27d8,original assets/网站产品照片/11/微信图片_20260213165859_16_36.jpg,original assets/网站产品照片/11/微信图片_20260213165859_16_36.jpg,aa43510412c53d00d541fc7b56de2b9f367a8bfc186f066d9773ac79b3928e22,,微信图片_20260213165859_16_36.jpg,.jpg,4077514,4096,3072,,none,unreadable,Product type requires visual review.,Needs Review,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
fd0b6852ff51,original assets/网站产品照片/11/微信图片_20260213165902_19_36.jpg,original assets/网站产品照片/11/微信图片_20260213165902_19_36.jpg,5c1b65b32f8de335dfee67929ab540906f57dbd57ee2057b67c430d2717553f1,,微信图片_20260213165902_19_36.jpg,.jpg,8409634,3072,4096,,none,unreadable,Product type requires visual review.,Needs Review,high,social app source name,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
e641cb4d5dbc,original assets/网站产品照片/1bdfbe345e956c77da6c6da490b8033.jpg,original assets/网站产品照片/1bdfbe345e956c77da6c6da490b8033.jpg,5b7762a040346c3073dae138a71c1caf4a0adff0e89928b9dd58b50fe44c7e83,,1bdfbe345e956c77da6c6da490b8033.jpg,.jpg,2241423,4096,3072,,none,unreadable,Product type requires visual review.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
e5f2abfd79b4,original assets/网站产品照片/1产品图汇总/107-7330.png,original assets/网站产品照片/1产品图汇总/107-7330.png,791a131a4694f7cf3b2deec0f243347789d5ffd2968af30825cfcfdcde50cf50,,107-7330.png,.png,4609907,3072,3072,107-7330,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/107-7330/107-7330.jpg
07e12da7a41c,original assets/网站产品照片/1产品图汇总/11.png,original assets/网站产品照片/1产品图汇总/11.png,1456ce0f988fb8d218086afa2ba46584d8e982cabd5c9a7c0a974248ecfac5c5,.asset-staging/extracted/7-PNG/IMG_20231213_152426.png,11.png,.png,4799871,3378,3378,,none,unreadable,Product type requires visual review.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
8f471d3c1fb1,original assets/网站产品照片/1产品图汇总/14 (2).png,original assets/网站产品照片/1产品图汇总/14 (2).png,f73efc3c684ae7774656026fd5c76d165566a9e178a864b621ec686f3c4a58c6,.asset-staging/extracted/7-PNG/微信图片_20260121124239_22_3.png,14 (2).png,.png,9817719,3424,3424,,none,unreadable,Product type requires visual review.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
e2372a950c94,original assets/网站产品照片/1产品图汇总/14.png,original assets/网站产品照片/1产品图汇总/14.png,52593d231ab52dda07c2a3ef6402a066e8bff0b27cb92b9e4a5ba0495f612b4e,.asset-staging/extracted/7-PNG/微信图片_20260121094536_3_2.png,14.png,.png,10629887,3716,3716,,none,unreadable,Product type requires visual review.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
7b85fc28ec53,original assets/网站产品照片/1产品图汇总/175-7852.png,original assets/网站产品照片/1产品图汇总/175-7852.png,2f0450fbbf3044ab8077b1f486f899833f0b2403b688514ecdabd85186b16cc6,,175-7852.png,.png,17373332,4758,4759,175-7852,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/175-7852/175-7852.jpg
505d20d42b7d,original assets/网站产品照片/1产品图汇总/183-2264.png,original assets/网站产品照片/1产品图汇总/183-2264.png,0ee0aae938912789cf9e3274c5e6442865e9e5187800c2f62e6c1f8b215b7e13,,183-2264.png,.png,7966049,3387,3387,183-2264,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/183-2264/183-2264.jpg
7df317f6ccd6,original assets/网站产品照片/1产品图汇总/1R1808.png,original assets/网站产品照片/1产品图汇总/1R1808.png,740a98d057e6bea351a3c2a33540224015672cc8d8bfe7bb8f48984b0439fcaa,,1R1808.png,.png,8821346,3477,2736,1R1808,filename,high,CAT-compatible part number detected; application needs fitment confirmation.,Needs Review,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/1R1808/1R1808.jpg
cc20be885250,original assets/网站产品照片/1产品图汇总/20R-0472 C4.4 PUMP AS.F INJ.jpg,original assets/网站产品照片/1产品图汇总/20R-0472 C4.4 PUMP AS.F INJ.jpg,db2f65132c6b25d608a27b67a4e02829076a3874400cdbde65530bc6ba8e284c,,20R-0472 C4.4 PUMP AS.F INJ.jpg,.jpg,44359,800,600,20R-0472,filename,high,Diesel engine component or related replacement part.,Engine Parts,low,low resolution,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,False,
e154074bb5a7,original assets/网站产品照片/1产品图汇总/2176290 卡车车轮1/2176290 -1.png,original assets/网站产品照片/1产品图汇总/2176290 卡车车轮1/2176290 -1.png,909a99b186bcac0e1d42a08e1ac3040b25c2945b79dd050a0faaf3cefb0e8a54,,2176290 -1.png,.png,674233,800,800,,none,unreadable,Construction machinery component.,Engineering / Construction Machinery,medium,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
eed7eeb9a329,original assets/网站产品照片/1产品图汇总/2176290 卡车车轮1/2176290 卡车车轮1.png,original assets/网站产品照片/1产品图汇总/2176290 卡车车轮1/2176290 卡车车轮1.png,30ecba0780ce071ded1e0fb2c70de936e38a4dbfde468425c62172a3c3172c11,,2176290 卡车车轮1.png,.png,443044,800,800,,none,unreadable,Construction machinery component.,Engineering / Construction Machinery,medium,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
33c449da6a95,original assets/网站产品照片/1产品图汇总/227-1204 缸垫.png,original assets/网站产品照片/1产品图汇总/227-1204 缸垫.png,4f93a0a6510aab607c707f2c28068c48129b540c752a8226aaee681b3d7f6c3b,,227-1204 缸垫.png,.png,6225887,3072,3072,227-1204,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/227-1204/227-1204.jpg
d8b4493f7f50,original assets/网站产品照片/1产品图汇总/243-4291 火花塞.png,original assets/网站产品照片/1产品图汇总/243-4291 火花塞.png,c0bc20a27cb73e4b17b0b606c4fb25f6fc2f178e40a7b5b0755b622e528175da,,243-4291 火花塞.png,.png,7945833,3072,3072,243-4291,filename,high,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",pending_lookup,,,True,assets/products/243-4291/243-4291.jpg
a398cd899275,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_103313.png,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_103313.png,4aa591040ca4386afbca52f4dd5fb4ca75380b615e128a18c14f45fe9b2463c4,,IMG_20250714_103313.png,.png,3947375,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
89dbfe6c1f0d,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_103706.png,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_103706.png,6958cab4abcbf4bc859fe1f6e121b147e16902fee8eb8063a539680f1aad349d,,IMG_20250714_103706.png,.png,6529599,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
e31dd1408982,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_103800.jpg,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_103800.jpg,4df743fbdfcd57a26c3daa39cec92d55d35a4df04a8c99e014983e576ddbec5e,,IMG_20250714_103800.jpg,.jpg,4139247,4080,3060,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
7d7d6bb93810,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_103850.png,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_103850.png,76dbc9eace61035175f66c64441ff30a844786b7e16972073c781c9bf64b0d35,,IMG_20250714_103850.png,.png,4771156,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
49a7dca46d50,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_104409.png,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_104409.png,5c45455fc7c74c7b56f60f8de3de1ed38a9fc6deb281c3a5a5ebeceed08f767f,,IMG_20250714_104409.png,.png,2795479,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
008d3f2e4fdc,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_104647.png,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_104647.png,15b2d2d8a8efd8a227b5741fe9dd5c0cc2e491d61ee8fa6f9c892376be3abc37,,IMG_20250714_104647.png,.png,2796791,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
e28285d096ea,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_104859.png,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_104859.png,cb5ded6b085fc2eade578f1e52d40d81a310a85185d21e63916edbf258c70036,,IMG_20250714_104859.png,.png,6010947,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
81036a4d0407,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_104936.png,original assets/网站产品照片/1产品图汇总/2490713喷油器/IMG_20250714_104936.png,58d38de97e71f32eba37c0600c52bb07277925322abe64147528562677c557c5,,IMG_20250714_104936.png,.png,5321431,3072,3072,,none,unreadable,Diesel engine component or related replacement part.,Engine Parts,high,,"Clean the product photo while preserving the exact part: crop to the part, remove distracting background clutter, correct exposure and white balance, keep labels and part-number markings legible, avoid changing the physical product shape, and output a realistic catalog-ready industrial product image.",no_part_number,,,False,
